,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Eng Name,Prefix,Gender,Category,Organization,Year,Award
4147,施,教明,施教明先生,先生,SEE,Kau-ming,Mr. SEE Kau-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4148,容,潔芝,容潔芝女士,女士,YUNG,Kit-chi,Miss YUNG Kit-chi,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4149,區,永海,區永海先生,先生,AU,Wing-hoi,Mr. AU Wing-hoi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4150,區,耀明,區耀明先生,先生,AU,Yiu-ming,Mr. AU Yiu-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4151,張,學修,張學修先生,先生,CHEUNG,Hok-sau,Mr. CHEUNG Hok-sau,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4152,梁,偉浩,梁偉浩先生,先生,LEUNG,Wai-ho,Mr. LEUNG Wai-ho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4153,陸,海,陸　海女士,女士,LU,Hai,Ms. LU Hai,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4154,麥,家碧,麥家碧女士,女士,MAK,Kar-bik,Ms. MAK Kar-bik,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4155,黃,兆明,黃兆明先生,先生,WONG,Shiu-ming,Mr. WONG Shiu-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4156,黃,周娟娟,黃周娟娟女士,女士,WONG,CHOW Kuen-kuen,Mrs. WONG CHOW Kuen-kuen,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4157,黃,長猷,黃長猷先生,先生,WONG,Jone-u,Mr. WONG Jone-u,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4158,黃,基,黃　基先生,先生,WONG,Kay,Mr. WONG Kay,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4159,黃,紹忠,黃紹忠先生,先生,WONG,Siu-chung,Mr. WONG Siu-chung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4160,黃,慧蘭,黃慧蘭女士,女士,WONG,Wai-lan,Ms. WONG Wai-lan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4161,楊,志偉,楊志偉先生,先生,YEUNG,Chi-wai,Mr. YEUNG Chi-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4162,董,志發,董志發先生,先生,TUNG,Chi-fat,Mr. TUNG Chi-fat,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4163,趙,德鴻,趙德鴻先生,先生,CHIU,Tak-hung,Mr. CHIU Tak-hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4164,劉,信通,劉信通醫生,醫生,LAU,Shun-tung,Dr. LAU Shun-tung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4165,歐,靜美,歐靜美女士,女士,AU,Ching-mei,Ms. AU Ching-mei,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4166,蔡,金華,蔡金華先生,先生,CHOI,Kam-wah,Mr. CHOI Kam-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4167,鄭,國杰,鄭國杰博士,博士,CHENG,Kwok-kit,Dr. CHENG Kwok-kit,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4168,鄭,淇德,鄭淇德醫生,醫生,CHENG,Kee-tak,Dr. CHENG Kee-tak,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4169,鄧,宛霞,鄧宛霞女士,女士,TANG,Yuen-ha,Miss TANG Yuen-ha,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4170,鄧,貴泰,鄧貴泰先生,先生,TANG,Kwai-tai,Mr. TANG Kwai-tai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4171,鄧,鉅明,鄧鉅明先生,先生,TANG,Kui-ming,Mr. TANG Kui-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4172,鄧,福康,鄧福康先生,先生,TANG,Fook-hong,Mr. TANG Fook-hong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4173,羅,乃新,羅乃新女士,女士,LOO,Nancy,Ms. Nancy LOO,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4174,關,仲賢,關仲賢先生,先生,KWAN,Chung-yin,Mr. KWAN Chung-yin,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4175,,. Buddhi Bahadur THAPA,Mr. Buddhi Bahadur THAPA,Mr,THAPA,Buddhi Bahadur,Mr. Buddhi Bahadur THAPA,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4176,梁,祖彬,梁祖彬教授,教授,LEUNG,Professor  Cho-bun,Professor LEUNG Cho-bun,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4177,蘇,麗珍,蘇麗珍女士,女士,SO,Lai-chun,Ms. SO Lai-chun,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4178,文,志華,文志華先生,先生,MAN,Chi-wah,Mr. MAN Chi-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4179,李,洪森,李洪森先生,先生,LEE,Hung-sham,Mr. LEE Hung-sham,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4180,周,耀明,周耀明先生,先生,CHOW,Yiu-ming,Mr. CHOW Yiu-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4181,柯,創盛,柯創盛先生,先生,OR,Chong-shing,Mr. OR Chong-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4182,陳,權軍,陳權軍先生,先生,CHAN,Kuen-kwan,Mr. CHAN Kuen-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4183,馮,翠屏,馮翠屏女士,女士,FONG,Choi-peng,Ms. FONG Choi-peng,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4184,方,玉輝,方玉輝醫生,醫生,FONG,Yuk-fai,Dr. FONG Yuk-fai,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4185,王,銳德,王銳德先生,先生,WONG,Yui-tak,Mr. WONG Yui-tak,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4186,莫,仲輝,莫仲輝先生,先生,MOK,Chung-fai,Mr. MOK Chung-fai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4187,黃,宏泰,黃宏泰先生,先生,WONG,Wang-tai,Mr. WONG Wang-tai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4188,黃,志毅,黃志毅先生,先生,WONG,Che-ngai,Mr. WONG Che-ngai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4189,黃,萬成,黃萬成先生,先生,WONG,Man-sing,Mr. WONG Man-sing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4190,黃,錦超,黃錦超博士,博士,WONG,Kam-chiu,Dr. WONG Kam-chiu,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4191,顏,尊廉,顏尊廉先生,先生,NGAN,Chun-lim,Mr. NGAN Chun-lim,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4192,羅,競成,羅競成先生,先生,LAW,King-shing,Mr. LAW King-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4193,王,史提芬,王史提芬先生,先生,WONG,Steven Patrick Marie Josee,Mr. Steven Patrick Marie Josee WONG,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4194,何,炳釗,何炳釗先生,先生,HO,Ping-chiu,Mr. HO Ping-chiu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4195,張,民炳,張民炳先生,先生,CHEUNG,Man-ping,Mr. CHEUNG Man-ping,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4196,郭,永強,郭永強先生,先生,KWOK,Wing-keung,Mr. KWOK Wing-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4197,文,保蓮,文保蓮女士,女士,MAN,Bo-lin,Miss MAN Bo-lin,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4198,文,麗賢,文麗賢女士,女士,MANN,Lai-yin,Ms. MANN Lai-yin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4199,王,茂林,王茂林先生,先生,WANG,Mao-lin,Mr. WANG Mao-lin,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4200,王,浩權,王浩權先生,先生,WONG,Hoo-kuen,Mr. WONG Hoo-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4201,王,聯章,王聯章先生,先生,WONG,Luen-cheung,Mr. WONG Luen-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4202,何,周禮,何周禮先生,先生,HO,Chow-lai,Mr. HO Chow-lai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4203,何,振堃,何振堃先生,先生,HO,Chun-kwan,Mr. HO Chun-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4204,余,詩思,余詩思醫生,醫生,YU,Cissy,Dr. Cissy YU,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4205,吳,永恩,吳永恩先生,先生,NG,Wing-yan,Mr. NG Wing-yan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4206,吳,安儀,吳安儀女士,女士,NG,On-yee,Miss NG On-yee,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4207,吳,倫海,吳倫海先生,先生,NG,Lung-hoi,Mr. NG Lung-hoi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4208,吳,惠權,吳惠權先生,先生,NG,Wai-kuen,Mr. NG Wai-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4209,呂,漢光,呂漢光先生,先生,LUI,Hon-kwong,Mr. LUI Hon-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4210,李,自立,李自立先生,先生,LEE,Chi-lup,Mr. LEE Chi-lup,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4211,李,宏之,李宏之先生,先生,LEE,Wang-tsi,Mr. LEE Wang-tsi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4212,李,金鐘,李金鐘先生,先生,LEE,Kam-chung,Mr. LEE Kam-chung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4213,李,德剛,李德剛先生,先生,LEE,Tak-kong,Mr. LEE Tak-kong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4214,李,慧詩,李慧詩女士,女士,LEE,Wai-sze,Miss LEE Wai-sze,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4215,杜,琪峯,杜琪峯先生,先生,TO,Kei-fung,Mr. TO Kei-fung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4216,周,凡夫,周凡夫先生,先生,CHOW,Fan-fu,Mr. CHOW Fan-fu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4217,林,黃碧霞,林黃碧霞女士,女士,LAM,WONG Pik-har,Mrs. LAM WONG Pik-har,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4218,耿,曉靈,耿曉靈女士,女士,GENG,Xiao-ling,Miss GENG Xiao-ling,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4219,馬,超武,馬超武先生,先生,MA,Chiu-mo,Mr. MA Chiu-mo,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4220,馬,達麟,馬達麟先生,先生,MA,Tat-lun,Mr. MA Tat-lun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4221,張,碧芳,張碧芳女士,女士,CHEUNG,Bik-fong,Ms. CHEUNG Bik-fong,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4222,梁,立勳,梁立勳先生,先生,LEUNG,Lap-fun,Mr. LEUNG Lap-fun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4223,梁,啟力,梁啟力先生,先生,LEUNG,Kai-lik,Mr. LEUNG Kai-lik,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4224,梁,廣熔,梁廣熔先生,先生,LEUNG,Kwong-yung,Mr. LEUNG Kwong-yung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4225,莫,華倫,莫華倫先生,先生,MOK,Warren,Mr. Warren MOK,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4226,莫,儉榮,莫儉榮先生,先生,MOK,Kim-wing,Mr. MOK Kim-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4227,莊,舜而,莊舜而女士,女士,CHONG,Sok-un,Ms. CHONG Sok-un,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4228,郭,志樑,郭志樑先生,先生,KWOK,Chi-leung,Mr. KWOK Chi-leung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4229,陳,振興,陳振興先生,先生,CHAN,Chun-hing,Mr. CHAN Chun-hing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4230,麥,小嫺,麥小嫺女士,女士,MAK,Siu-han,Ms. MAK Siu-han,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4231,黃,風,黃風先生,先生,WONG,Fan-foung,Mr. WONG Fan-foung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4232,黃,煥忠,黃煥忠教授,教授,WONG,Professor  Woon-chung,Professor WONG Woon-chung,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4233,黃,錦輝,黃錦輝教授,教授,WONG,Professor  Kam-fai,Professor WONG Kam-fai,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4234,黃,鵬緒,黃鵬緒先生,先生,WONG,Pang-sui,Mr. WONG Pang-sui,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4235,溫,楊金嬋,溫楊金嬋女士,女士,WAN,YEUNG Kam-shim,Mrs. WAN YEUNG Kam-shim,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4236,葉,少康,葉少康先生,先生,YIP,Siu-hong,Mr. YIP Siu-hong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4237,葉,蘊妍,葉蘊妍女士,女士,IP,Wan-in,Miss IP Wan-in,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4238,齊,光華,齊光華先生,先生,CHAI,Kwong-wah,Mr. CHAI Kwong-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4239,劉,文廣,劉文廣先生,先生,LAU,Man-kwong,Mr. LAU Man-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4240,劉,與量,劉與量先生,先生,LAU,Yu-leung,Mr. LAU Yu-leung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4241,劉,耀強,劉耀強先生,先生,LAU,Yiu-keung,Mr. LAU Yiu-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4242,蔡,杏時,蔡杏時女士,女士,CHOI,Hing-shi,Ms. CHOI Hing-shi,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4243,鄭,耀棠,鄭耀棠先生,先生,CHENG,Yiu-tong,Mr. CHENG Yiu-tong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4244,黎,國仁,黎國仁先生,先生,LAI,Kwok-yan,Mr. LAI Kwok-yan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4245,羅,犖銘,羅犖銘先生,先生,LOW,Lock-ming,Mr. LOW Lock-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4246,蘇,文欣,蘇文欣女士,女士,SO,Man-yan,Miss SO Man-yan,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Medal of Honour
4247,鄺,國鑑,鄺國鑑先生,先生,KWONG,Kwok-kam,Mr. KWONG Kwok-kam,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4248,陳,富明,陳富明先生,先生,CHAN,Fu-ming,Mr. CHAN Fu-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4249,林,發耿,林發耿先生,先生,LAM,Faat-kang,Mr. LAM Faat-kang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4250,林,翠玲,林翠玲女士,女士,LAM,Chui-ling,Ms. LAM Chui-ling,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4251,陳,笑權,陳笑權先生,先生,CHAN,Siu-kuen,Mr. CHAN Siu-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4252,黃,耀聰,黃耀聰先生,先生,WONG,Yiu-chung,Mr. WONG Yiu-chung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4253,陳,曼琪,陳曼琪女士,女士,CHAN,Man-ki,Ms. CHAN Man-ki,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
4254,劉,偉章,劉偉章先生,先生,LAU,Wai-cheung,Mr. LAU Wai-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2012,Medal of Honour
